,Unnamed: 0,url,Model_Name,Color,Product_Features,Main_Image,Selling_Price,Product_Type,Gender,Down_Feather_Percentage,Natural_Leather_Percentage,PU_Percentage,Carbon_Percentage,Waterproof,Breathable,Abrasion_Resistance,Elasticity,Ultra_Lightweight,Insulation,Windproof,Lightweight,Heating,man,woman
1489,1489,https://www.thenorthfacekorea.co.kr/product/NN2PR00L,슈퍼 메신저 백 엘,Charcoal,"FLAP형의 라지 사이즈 메신져백입니다.
내부에 보호패드 처리가 되어있는 별도의 수납 포켓이 구성되어 있어 노트북 수납이 가능합니다.
버클과 벨크로 여밈이 이중으로 되어 있어 물건 출납시 버클을 꼭 닫지 않아도 편하게 사용할 수 있습니다.
플랩 부분에 매쉬 형태의 지퍼포켓이 있어 자신만의 물건 수납으로 개성있는 연출을 가능하게 합니다.
메인 수납 공간에 지퍼여밈 처리가 되어있어 더욱 안전하게 소지품을 수납할 수 있습니다.
뒷 부분에 벨크로 여밈처리된 별도의 오픈 포켓이 있습니다.
웨빙 부분에 쿠셔닝이 좋은 어깨패드를 적용하여 편안하게 착용할 수 있습니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
FLAP형의 라지 사이즈 메신져백입니다.
내부에 보호패드 처리가 되어있는 별도의 수납 포켓이 구성되어 있어 노트북 수납이 가능합니다.
버클과 벨크로 여밈이 이중으로 되어 있어 물건 출납시 버클을 꼭 닫지 않아도 편하게 사용할 수 있습니다.
플랩 부분에 매쉬 형태의 지퍼포켓이 있어 자신만의 물건 수납으로 개성있는 연출을 가능하게 합니다.
메인 수납 공간에 지퍼여밈 처리가 되어있어 더욱 안전하게 소지품을 수납할 수 있습니다.
뒷 부분에 벨크로 여밈처리된 별도의 오픈 포켓이 있습니다.
웨빙 부분에 쿠셔닝이 좋은 어깨패드를 적용하여 편안하게 착용할 수 있습니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
FLAP형의 라지 사이즈 메신져백입니다.
내부에 보호패드 처리가 되어있는 별도의 수납 포켓이 구성되어 있어 노트북 수납이 가능합니다.
버클과 벨크로 여밈이 이중으로 되어 있어 물건 출납시 버클을 꼭 닫지 않아도 편하게 사용할 수 있습니다.
플랩 부분에 매쉬 형태의 지퍼포켓이 있어 자신만의 물건 수납으로 개성있는 연출을 가능하게 합니다.
메인 수납 공간에 지퍼여밈 처리가 되어있어 더욱 안전하게 소지품을 수납할 수 있습니다.
뒷 부분에 벨크로 여밈처리된 별도의 오픈 포켓이 있습니다.
웨빙 부분에 쿠셔닝이 좋은 어깨패드를 적용하여 편안하게 착용할 수 있습니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR00L_NN2PR00L_primary.jpg,119000,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1490,1490,https://www.thenorthfacekorea.co.kr/product/NN2PR01J,슈퍼 원웨이,Black,"일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR01J_NN2PR01J_primary.jpg,80100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1491,1491,https://www.thenorthfacekorea.co.kr/product/NN2PR01K,슈퍼 원웨이,Silver_gray,"일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR01K_NN2PR01K_primary.jpg,80100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1492,1492,https://www.thenorthfacekorea.co.kr/product/NN2PR01M,슈퍼 원웨이,Pink,"일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR01M_NN2PR01M_primary.jpg,80100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1493,1493,https://www.thenorthfacekorea.co.kr/product/NN2PR01N,슈퍼 원웨이,Gray,"일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.
일렉트론 백팩의 전면 디테일 모티브를 가져온 원웨이 스타일입니다.
앞판 웨빙 고리에는 인형이나 키링등 참장식을 끼울수 있습니다.
컬러별에 따른 원단 사양을 다르게 해 주어 풍성하게 제품을 제안합니다.
BLK, WHS: 일렉트론 백팩과 동일한 나일론 원단을 사용하였고, GRY 컬러는 와샤 원단을 사용하여 좀 더 소프트한 제품으로 제안합니다.
SVG와 PIK의 경우, 메탈 느낌의 나일로 소재를 사용하여 좀 더 유니크하면서 글로시한 제품으로 또 다르게 제안하고 있습니다.
쿠셔닝이 좋은 에어매쉬를 사용한 멜빵을 사용하여 착장시 편안함을 주며, 멜빵 아랫 부분의 개고리로 착용자에 맞게 위치를 이동할 수 있어 편리하게 사용할 수 있습니다.
양쪽 사이드 부분의 매쉬 포켓이 있어 간편한 수납이나 물병등을 수납할 수 있습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR01N_NN2PR01N_primary.jpg,80100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1494,1494,https://www.thenorthfacekorea.co.kr/product/NN2PR02A,보레알리스 슬림 크로스 백,Black,"해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.
해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR02A_NN2PR02A_primary.jpg,53100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1495,1495,https://www.thenorthfacekorea.co.kr/product/NN2PR02B,보레알리스 슬림 크로스 백,White,"해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.
해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR02B_NN2PR02B_primary.jpg,53100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1496,1496,https://www.thenorthfacekorea.co.kr/product/NN2PR02C,보레알리스 슬림 크로스 백,Cool_gray,"해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.
해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR02C_NN2PR02C_primary.jpg,53100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1497,1497,https://www.thenorthfacekorea.co.kr/product/NN2PR02D,보레알리스 슬림 크로스 백,Grayish_lilac,"해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.
해리티지 라인 보레알리스 백팩 디자인을 모티브한 슬림한 크로스 가방입니다.
여행 또는 평상시에 사용이 용이한 크로스가방입니다.
가방 앞판에는 지퍼 포켓과 스트링이 있어 아이템들을 쉽게 정리해 다니기 좋습니다.
어깨끈은 길이에 맞춰 조절 가능하며, 패노스페이스 라벨로 디자인 포인트를 주었습니다.
메인 포켓 안에는 메쉬 포켓이 있어 작은 소품들은 추가 수납 할 수 있어 사용이 용이합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR02D_NN2PR02D_primary.jpg,53100,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1498,1498,https://www.thenorthfacekorea.co.kr/product/NN2PR02J,스탠다드 크로스 백 에스,Black,"컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR02J_NN2PR02J_primary.jpg,59000,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1499,1499,https://www.thenorthfacekorea.co.kr/product/NN2PR02K,스탠다드 크로스 백 에스,White_sand,"컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR02K_NN2PR02K_primary.jpg,59000,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1500,1500,https://www.thenorthfacekorea.co.kr/product/NN2PR02L,스탠다드 크로스 백 에스,Ice_gray,"컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.
컴팩한 사이즈감의 심플한 크로스백입니다.
앞 부분에 별도의 아웃포켓이 있어 분리 수납이 가능합니다.
양쪽 사이드 부분에 웨빙과 버클 디테일이 있어 부피감을 줄여서 사용할 수 있어 다양한 연출이 가능합니다.
뒷 부분에는 별도의 벨크로 여밈 오픈포켓이 있어 간편한 수납을 가능하게 합니다.
온실가스 배출을 줄이는 리사이클 소재를 사용하였습니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000046296/NN2PR02L_2.jpg,59000,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1501,1501,https://www.thenorthfacekorea.co.kr/product/NN2PR03A,빅샷 원웨이,Black,"노스페이스만의 빅샷가방을 모티브한 원웨이 가방입니다.
여행 또는 평상시에 간편하게 사용 할 수 있는 보조가방이며 수납에 집중한 빅샷 가방 처럼 앞판에 분리수납이 가능한 지퍼 포켓외에도 다양한 수납공간들이 있어 사용이 용이합니다.
어께 멜빵은 스폰지 보강이 되어있어 무거운 짐을 넣었을 시 어께 피로가 덜하며, 안쪽에는 메쉬소재를 사용하여 통기성 또한 우수합니다.
가방 착용 시 몸에 너무 조이는 것을 방지하기 위해, 어께 끈과 웨빙이 연결 되는 부분에는 밴드를 적용하여 편한 착용감을 제공해줍니다.
가방 앞판과 어깨 멜빵의 웨빙에는 작은 소품들을 카라비너와 함께 걸어 사용할 수 있어 추가 수납 용도로 사용이 용이합니다.
노스페이스만의 빅샷가방을 모티브한 원웨이 가방입니다.
여행 또는 평상시에 간편하게 사용 할 수 있는 보조가방이며 수납에 집중한 빅샷 가방 처럼 앞판에 분리수납이 가능한 지퍼 포켓외에도 다양한 수납공간들이 있어 사용이 용이합니다.
어께 멜빵은 스폰지 보강이 되어있어 무거운 짐을 넣었을 시 어께 피로가 덜하며, 안쪽에는 메쉬소재를 사용하여 통기성 또한 우수합니다.
가방 착용 시 몸에 너무 조이는 것을 방지하기 위해, 어께 끈과 웨빙이 연결 되는 부분에는 밴드를 적용하여 편한 착용감을 제공해줍니다.
가방 앞판과 어깨 멜빵의 웨빙에는 작은 소품들을 카라비너와 함께 걸어 사용할 수 있어 추가 수납 용도로 사용이 용이합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/NN2PR03A_NN2PR03A_primary.jpg,85000,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1502,1502,https://www.thenorthfacekorea.co.kr/product/NN2PR03B,빅샷 원웨이,Dark_beige,"노스페이스만의 빅샷가방을 모티브한 원웨이 가방입니다.
여행 또는 평상시에 간편하게 사용 할 수 있는 보조가방이며 수납에 집중한 빅샷 가방 처럼 앞판에 분리수납이 가능한 지퍼 포켓외에도 다양한 수납공간들이 있어 사용이 용이합니다.
어께 멜빵은 스폰지 보강이 되어있어 무거운 짐을 넣었을 시 어께 피로가 덜하며, 안쪽에는 메쉬소재를 사용하여 통기성 또한 우수합니다.
가방 착용 시 몸에 너무 조이는 것을 방지하기 위해, 어께 끈과 웨빙이 연결 되는 부분에는 밴드를 적용하여 편한 착용감을 제공해줍니다.
가방 앞판과 어깨 멜빵의 웨빙에는 작은 소품들을 카라비너와 함께 걸어 사용할 수 있어 추가 수납 용도로 사용이 용이합니다.
노스페이스만의 빅샷가방을 모티브한 원웨이 가방입니다.
여행 또는 평상시에 간편하게 사용 할 수 있는 보조가방이며 수납에 집중한 빅샷 가방 처럼 앞판에 분리수납이 가능한 지퍼 포켓외에도 다양한 수납공간들이 있어 사용이 용이합니다.
어께 멜빵은 스폰지 보강이 되어있어 무거운 짐을 넣었을 시 어께 피로가 덜하며, 안쪽에는 메쉬소재를 사용하여 통기성 또한 우수합니다.
가방 착용 시 몸에 너무 조이는 것을 방지하기 위해, 어께 끈과 웨빙이 연결 되는 부분에는 밴드를 적용하여 편한 착용감을 제공해줍니다.
가방 앞판과 어깨 멜빵의 웨빙에는 작은 소품들을 카라비너와 함께 걸어 사용할 수 있어 추가 수납 용도로 사용이 용이합니다.",https://image.thenorthfacekorea.co.kr/cmsstatic/product/4000050750/NN2PR03B.jpg,85000,Other,남여공용,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
